# pid 2708282
time	RSS	X pixmaps	CPU	Open files
12:11:41	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:42	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:43	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:44	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:45	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:46	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:47	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:48	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:49	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:50	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:51	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:52	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:53	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:54	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:55	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:56	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:57	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:58	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:11:59	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:12:00	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:12:01	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:12:02	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:12:03	1137.7 MB	3 pxm, 10.7 MB	0% = 0.0 cores, peak thread 0%	9
12:12:04	1137.7 MB	3 pxm, 10.7 MB	1% = 0.0 cores, peak thread 0%	9
12:12:05	1137.7 MB	3 pxm, 11.7 MB	1% = 0.0 cores, peak thread 1%	9
12:12:06	1137.8 MB	3 pxm, 11.9 MB	1% = 0.0 cores, peak thread 1%	9
12:12:07	1137.8 MB	3 pxm, 11.7 MB	3% = 0.0 cores, peak thread 3%	9
12:12:08	1137.8 MB	3 pxm, 11.7 MB	1% = 0.0 cores, peak thread 1%	9
12:12:09	1137.8 MB	3 pxm, 12.3 MB	1% = 0.0 cores, peak thread 1%	9
12:12:10	1138.5 MB	3 pxm, 2.9 MB	2% = 0.0 cores, peak thread 1%	10
12:12:11	1163.8 MB	3 pxm, 2.9 MB	53% = 0.5 cores, peak thread 28%	11
12:12:12	1197.4 MB	3 pxm, 2.9 MB	32% = 0.3 cores, peak thread 26%	10
12:12:13	1260.1 MB	3 pxm, 2.9 MB	63% = 0.6 cores, peak thread 21%	10
12:12:14	1261.7 MB	3 pxm, 2.9 MB	84% = 0.8 cores, peak thread 12%	10
12:12:15	1261.7 MB	3 pxm, 2.9 MB	167% = 1.7 cores, peak thread 20%	10
12:12:16	1261.7 MB	3 pxm, 2.9 MB	167% = 1.7 cores, peak thread 19%	10
12:12:17	1270.2 MB	3 pxm, 2.9 MB	156% = 1.6 cores, peak thread 21%	10
12:12:18	1261.7 MB	3 pxm, 2.9 MB	128% = 1.3 cores, peak thread 15%	10
12:12:19	1269.0 MB	3 pxm, 2.9 MB	150% = 1.5 cores, peak thread 19%	10
12:12:20	1262.3 MB	3 pxm, 2.9 MB	134% = 1.3 cores, peak thread 16%	10
12:12:21	1262.4 MB	3 pxm, 2.9 MB	161% = 1.6 cores, peak thread 20%	10
12:12:22	1278.7 MB	3 pxm, 3.2 MB	132% = 1.3 cores, peak thread 11%	10
12:12:24	4919.0 MB	3 pxm, 3.5 MB	437% = 4.4 cores, peak thread 55%	10
12:12:25	4933.4 MB	3 pxm, 3.5 MB	560% = 5.6 cores, peak thread 59%	10
12:12:26	4937.8 MB	3 pxm, 3.5 MB	533% = 5.3 cores, peak thread 57%	10
12:12:27	4937.8 MB	3 pxm, 3.5 MB	679% = 6.8 cores, peak thread 71%	10
12:12:28	4943.0 MB	3 pxm, 3.5 MB	640% = 6.4 cores, peak thread 66%	10
12:12:29	4943.1 MB	3 pxm, 3.5 MB	635% = 6.3 cores, peak thread 66%	10
12:12:29	4943.0 MB	3 pxm, 3.7 MB	413% = 4.1 cores, peak thread 0%	10
12:12:30	4943.0 MB	3 pxm, 3.7 MB	0% = 0.0 cores, peak thread 0%	10
12:12:31	4943.0 MB	3 pxm, 3.7 MB	0% = 0.0 cores, peak thread 0%	10
12:12:32	4943.0 MB	3 pxm, 3.7 MB	0% = 0.0 cores, peak thread 0%	10
12:12:33	4943.0 MB	3 pxm, 3.7 MB	0% = 0.0 cores, peak thread 0%	10
12:12:34	4943.0 MB	3 pxm, 3.7 MB	0% = 0.0 cores, peak thread 0%	10
12:12:35	4943.0 MB	3 pxm, 3.7 MB	0% = 0.0 cores, peak thread 0%	10
12:12:36	4943.0 MB	3 pxm, 3.7 MB	0% = 0.0 cores, peak thread 0%	10
12:12:37	4943.0 MB	3 pxm, 3.7 MB	0% = 0.0 cores, peak thread 0%	10
12:12:38	4943.0 MB	3 pxm, 11.9 MB	0% = 0.0 cores, peak thread 0%	10
12:12:39	4949.6 MB	3 pxm, 10.6 MB	6% = 0.1 cores, peak thread 7%	10
12:12:40	4949.6 MB	13 pxm, 9.4 MB	6% = 0.1 cores, peak thread 6%	10
12:12:41	4949.6 MB	13 pxm, 12.6 MB	1% = 0.0 cores, peak thread 0%	10
12:12:42	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:43	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:44	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:45	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:46	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:47	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:48	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:49	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:50	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:51	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:52	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:53	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:54	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:55	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:56	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:57	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:58	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:12:59	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:00	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:01	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:02	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:03	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:04	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:05	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:06	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:07	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:08	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:09	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:10	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:11	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:12	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:13	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:14	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:15	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:16	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:17	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:18	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:19	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:20	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:21	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:22	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:23	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:24	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:25	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:26	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:27	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:28	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:29	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:30	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:31	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:32	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:33	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:34	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:35	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:36	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:37	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:38	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:39	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:40	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:41	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:43	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:44	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:45	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:46	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:47	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:48	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:49	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:49	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:51	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:52	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:53	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:54	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:55	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:56	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:57	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:58	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:13:59	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:00	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:01	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:02	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:03	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:04	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:05	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:06	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:07	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:08	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:09	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:10	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:11	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:12	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:13	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:14	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:15	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:16	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:17	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:18	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:19	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:20	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:21	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:22	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:23	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:24	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:25	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:26	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:27	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:28	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:29	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:30	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:31	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:32	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:33	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:34	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:35	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:36	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:37	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:38	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:39	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:40	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:41	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:42	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:43	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:44	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:45	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:46	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:47	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:48	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:49	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:50	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:51	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:52	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:53	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:54	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:55	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:56	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:57	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:58	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:14:59	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:00	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:01	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:02	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:03	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:04	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:05	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:06	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:07	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:08	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:09	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:10	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:11	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:12	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:13	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:14	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:15	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:16	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:17	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:18	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:19	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:20	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:21	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:22	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:23	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:24	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:25	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:26	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:27	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:28	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:29	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:30	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:31	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:32	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:33	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:34	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:35	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:36	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:37	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:38	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:39	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:40	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:41	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:42	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:43	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:44	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:45	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:46	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:47	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:48	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:49	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:50	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:51	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:52	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:53	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:54	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:55	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:56	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:57	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:58	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:15:59	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:00	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:01	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:02	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:03	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:04	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:05	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:06	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:07	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:08	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:09	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:10	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:11	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:12	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:13	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:14	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:15	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:16	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:17	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:18	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:19	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:20	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:21	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:22	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:23	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:24	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:25	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
12:16:26	4949.6 MB	13 pxm, 12.8 MB	0% = 0.0 cores, peak thread 0%	10
